8	0	0	16	198.935772895813
8	1	0	16	162.68311381340027
8	0	1	16	300.28537154197693
8	0	1	32	200.4347174167633
8	1	1	16	237.63049507141113
8	1	1	32	164.25747680664062
16	0	0	16	105.13876295089722
16	1	0	16	90.95161843299866
16	0	1	16	158.16911435127258
16	0	1	32	106.13283848762512
16	1	1	16	128.44353246688843
16	1	1	32	92.09666037559509
32	0	0	16	67.28270030021667
32	1	0	16	55.8131639957428
32	0	1	16	93.87866592407227
32	0	1	32	68.6240074634552
32	1	1	16	73.27437162399292
32	1	1	32	54.48528456687927
64	0	0	16	40.13518810272217
64	1	0	16	34.837958574295044
64	0	1	16	54.98341250419617
64	0	1	32	41.57922315597534
64	1	1	16	45.810039043426514
64	1	1	32	35.59688854217529
128	0	0	16	28.717504024505615
128	1	0	16	24.925318479537964
128	0	1	16	38.29101228713989
128	0	1	32	27.16443419456482
128	1	1	16	33.43947696685791
128	1	1	32	25.77609944343567
256	0	0	16	23.758893489837646
256	1	0	16	23.47650647163391
256	0	1	16	28.213056564331055
256	0	1	32	22.909308671951294
256	1	1	16	25.4467031955719
256	1	1	32	23.58401656150818
512	0	0	16	20.733255624771118
512	1	0	16	20.813741207122803
512	0	1	16	24.556546926498413
512	0	1	32	22.101405382156372
512	1	1	16	23.52883505821228
512	1	1	32	21.90926456451416
1024	0	0	16	19.45098090171814
1024	1	0	16	18.607585191726685
1024	0	1	16	21.87608814239502
1024	0	1	32	19.91775608062744
1024	1	1	32	18.33501148223877
2048	0	0	16	20.061104774475098
2048	1	0	16	17.488765239715576
2048	0	1	16	18.839214086532593
2048	0	1	32	17.251968383789062
2048	1	1	16	18.214470863342285
2048	1	1	32	17.741767644882202
